home_batting_batting_avg_10RA,away_pitching_earned_run_avg_10RA
0.17399435,4.945400584
0.176476731,3.624338286
0.228055085,4.017374833
,4.530209576
0.384996708,4.164660971
0.341968776,4.115018568
0.200335167,3.43260647
0.288735502,3.692853008
0.266669895,4.147839992
0.369274964,4.144147582
0.24625921,3.748649428
0.201852178,4.316460055
0.096488908,3.535720443
0.237570877,3.902135168
0.298113384,4.571646623
0.24625921,3.109041937
0.263084235,4.127326602
0.183648053,3.868857892
0.273427487,6.121228082
0.201300537,4.009579745
0.378101206,3.797471296
0.127104937,3.684237384
0.207368579,4.915451035
0.287908041,3.895115031
0.237157147,4.603237243
0.21095424,4.016554298
0.205437839,4.377589957
0.296182644,4.50723458
0.239087888,4.012861888
0.291493702,3.765470408
0.168202128,3.813061472
0.215919001,4.186405164
0.221987043,3.90455119
0.277978519,3.234583882
0.244880109,3.756444516
0.093454888,4.258612296
0.10310859,3.981681535
0.0647696,4.344768533
0.28377074,3.336330295
0.315214229,4.094505179
0.259222753,4.560979661
0.178407471,3.893884227
0.081594624,4.566313142
0.330660153,4.17838215
0.159927526,3.553772226
0.180614032,
0.329005233,3.285867356
0.220056303,4.709086334
0.315490049,4.617186348
0.254809632,4.701701514
0.217022282,4.166302043
0.225296884,4.272151133
0.315214229,4.756677399
0.159927526,3.843421288
0.24653503,
,3.29448298
0.274668678,
,5.702071152
0.340589676,4.247535066
0.278254339,5.589052143
0.24598339,3.6776731
0.218401382,3.743315947
0.200565017,4.130608744
0.31742079,4.711958209
0.257843653,4.444873875
0.349140098,3.904961458
0.364034382,4.777601056
0.202679638,4.45143816
0.183648053,4.340665855
0.249293231,3.815523078
0.337279835,4.231124354
0.265566615,4.168353382
0.17316689,3.950911451
,4.571236356
0.206541119,3.913987349
0.219259489,3.990297159
0.2090235,4.633186792
0.164892287,5.022530929
,5.300282226
0.02946463,3.521771338
0.191095195,3.998912783
0.204242618,2.991910481
,4.304562289
0.316593329,5.35525811
0.270255556,3.697365954
0.192750115,4.100248928
0.294251903,4.197482395
0.303905606,4.35092255
0.422370329,4.619647955
0.147791443,4.188046236
0.353001579,4.427642628
0.226675984,3.005244185
0.230261645,3.838498075
0.1389652,4.238098907
0.265842435,6.300378352
0.321558091,3.684647652
0.194956676,3.809779329
0.261429314,4.248355601
0.212884981,3.35397181
0.218677202,3.314996369
0.217022282,4.726317582
0.365137663,4.182712754
0.273013757,4.209380161
0.349201392,4.474413156
0.472983313,3.99193823
0.303905606,3.815523078
0.18664267,3.503719555
0.258395293,4.525286363
0.350795019,4.154814544
0.39271967,4.812473819
,4.37143594
0.489532517,3.786804333
0.149722183,3.850395841
0.279357619,4.01245162
,4.566313142
0.28266746,4.150301599
0.195784136,3.51329247
0.28377074,3.704750774
0.332958654,3.786804333
0.164064827,5.012274234
0.214815721,3.801163706
0.303353966,4.068658308
,3.833164594
0.265566615,3.91562842
0.322661371,
0.177028371,3.686288723
0.239915348,4.482618512
0.24791413,3.470898131
0.192198475,3.712545862
0.266394075,4.089581965
,3.415101711
0.135931179,4.140865439
0.290114602,5.427465242
0.31962735,4.381692635
0.321558091,3.721161486
0.195508316,4.200354269
0.285149841,3.554182494
0.199369797,3.607312173
0.231089106,3.417563318
0.342520416,3.689160598
0.158824246,3.950911451
0.192198475,4.299639076
0.416991837,4.33040916
0.232192386,4.141275707
0.205162018,4.951144333
0.438781623,4.745600168
0.184751333,4.197072127
0.337279835,4.236047568
0.258946933,4.253689083
0.327074492,4.335742642
0.276323598,4.83832069
0.146688162,3.680544974
0.239363708,4.125685531
0.304457246,4.232765425
0.31962735,3.571413741
0.238260428,4.089581965
0.301147405,3.998912783
0.221711223,4.01245162
0.312731848,4.032554742
0.38968565,4.195020788
0.259774394,4.206508286
0.232054476,3.155812465
0.447883686,3.380639217
0.222538683,4.181892219
0.2832191,4.704983656
0.269428096,3.558285171
0.156341865,3.648954354
0.433265222,3.894704763
0.410096335,3.724443628
0.278805979,3.963219484
0.249293231,3.171402641
0.24846577,4.62251983
0.256188733,4.104761873
0.265014975,4.355845764
0.228882545,3.99193823
0.189164454,4.09983866
0.180338212,4.227842212
0.156893505,4.279125686
0.212884981,4.035836884
,4.161378829
0.17454599,4.509285919
0.337831475,4.268458723
0.326798672,4.427642628
0.268048996,3.832754326
,4.791960429
0.316869149,3.620645876
0.172063609,3.883627532
0.199645617,4.274202472
0.251775611,3.633364178
0.193025935,4.078915002
0.164340647,3.528335622
0.194129215,4.823414293
0.257292013,3.6050557
0.35658724,
0.188061174,4.032965009
0.321833911,3.745777553
0.185854613,3.829472183
0.28377074,3.55295169
,
0.095937268,4.331229696
0.199921437,4.406308702
0.290390422,4.387026116
0.360724542,3.440538315
0.278254339,3.914807885
0.300871585,4.294715862
0.223917784,4.899450591
0.218953022,3.515207053
0.082146264,3.725264164
0.171236149,
0.275496138,3.374074932
0.311904388,4.332870767
0.265842435,3.512745446
0.276599418,5.135354573
0.219228842,4.799755517
0.24515593,3.278892804
0.425266439,4.494926546
0.234123126,4.154677788
0.332590894,4.084248484
0.230537465,3.787214601
0.395477871,3.417563318
0.384169248,4.2840489
0.264660349,4.045273043
0.394926231,3.94721904
0.213712441,4.34723014
0.316317509,3.968963234
,4.755856863
0.374515545,5.731473678
0.216982879,3.838087807
,
0.137930875,3.008321193
0.134000439,3.766290943
0.353001579,4.27830515
0.348864278,4.279125686
0.316593329,4.176558737
0.221159583,4.337383713
0.182820592,3.258379414
0.288459682,3.946808773
0.252878892,
0.206265299,4.091633304
0.447883686,5.583777272
0.222262863,3.351099935
0.233019846,4.531850647
0.289562962,4.108044016
0.289838782,3.697365954
0.260877674,4.943349245
0.347485178,4.581903318
0.178959111,3.29817539
0.306939627,4.501080563
0.373136445,4.428052895
0.39134057,3.845472627
0.097592189,4.009990013
0.258946933,3.661262388
0.364034382,3.479103487
0.108349172,5.498031303
0.199645617,4.919963981
0.116623774,4.133070351
0.331763434,4.607339921
0.269152276,4.611442599
0.212884981,4.010400281
0.328729413,
0.350519199,3.427409745
0.256740373,3.782291387
0.249293231,4.670110894
0.218125562,
0.153859484,3.925474847
0.352174119,
0.17482181,4.281177025
0.227779265,3.848344502
0.288459682,4.349281479
0.201852178,4.320152465
0.417819297,4.928579604
0.297010104,4.407129238
0.284874021,3.136529879
0.201576357,4.056760542
0.21012678,4.35092255
0.178407471,3.712135594
0.150549643,3.484026701
0.244052649,3.802394509
0.266669895,3.763008801
0.160203346,3.972245376
0.342796237,4.591749745
0.298940844,4.494516278
0.231089106,4.15563508
0.189991914,4.299639076
0.333694174,4.002605193
0.187509534,4.46990021
0.156066045,3.860652536
-0.134096675,2.350867053
0.2104026,4.279946222
0.201300537,3.91562842
0.230537465,4.740266687
0.256188733,4.874013988
0.216746462,3.771624424
0.352725759,3.373254396
0.378377026,4.067017236
0.17316689,4.069889111
0.171787789,4.079735538
0.164616467,3.824959238
0.139753258,4.387553603
0.386651629,4.906835411
0.277151058,4.622930098
0.235778047,3.853677983
0.255085452,3.966501627
0.098143829,3.614491859
0.141999221,3.607107039
0.28349492,4.232765425
0.367895864,5.081609492
0.218677202,4.022708315
0.342520416,3.607517307
0.192474295,4.038298491
0.292045343,4.618006884
0.266118255,4.703342585
0.272737937,4.376769421
0.334521634,
,3.641159266
0.324867932,4.366102458
0.376446286,4.494516278
0.157720965,4.739446151
0.279357619,4.56672341
,3.745777553
0.286804761,4.088761429
0.347760998,4.566313142
0.303905606,4.278715418
0.224469424,3.240327631
0.17316689,3.931628864
-0.037559649,2.761134847
0.164340647,4.085479287
0.289562962,4.415334594
,
0.178959111,3.722802557
0.46498453,3.843421288
0.286804761,3.97142484
-0.060544655,5.118807105
0.146688162,3.445871796
0.221435403,3.509873572
0.256464553,
0.24570757,4.336563177
0.311352748,4.376769421
0.145860702,4.165276373
0.178407471,
0.215919001,3.662493191
0.163789007,3.986604749
0.395753691,4.586826532
0.349140098,3.901679315
0.285149841,3.781881119
0.155790225,4.080145806
0.275220318,3.986604749
0.162134087,4.147839992
0.406786494,
0.21150588,3.534489639
0.343899517,4.181481951
0.197439056,4.014502959
0.253982172,3.892243156
0.180062392,4.028041796
0.06725198,4.259022564
0.305008886,4.008348942
0.31962735,4.47359262
0.252603072,4.415744861
0.24763831,4.460464051
0.17316689,4.207328822
0.394374591,3.924654312
0.351070839,4.180661415
0.092351607,4.697188568
0.17399435,4.157276151
,
0.092627427,4.34353773
0.31907571,4.510516722
0.114968854,4.296767201
0.252327252,5.127559485
0.31879989,3.751111035
0.268876456,4.587647067
0.287356401,3.667006137
,3.819625756
0.358242161,4.145788653
0.199921437,3.772034692
0.338383115,4.611852867
0.12123391,3.279610772
0.303078146,3.781881119
0.223090323,3.978809661
0.327074492,3.847934234
0.223366144,4.197072127
0.31907571,3.781881119
0.293700263,3.807317723
0.253982172,5.122226003
0.383341788,4.330819428
0.384996708,4.867039435
0.221987043,3.848344502
0.204610378,4.258612296
0.184751333,4.355845764
0.264187515,4.432155573
0.214264081,3.378587878
0.167926308,3.993169033
0.290666242,4.325485947
0.190543554,4.043631972
,4.638110006
0.224745244,3.924244044
0.289838782,
0.156893505,3.449153938
0.265842435,4.673803304
0.17537345,4.098607857
0.345554437,3.80772799
0.243501009,4.130608744
0.072216742,3.821266828
0.269152276,3.939013685
0.35548396,3.376536539
0.429955381,4.585185461
0.311628568,3.879114587
0.126829117,4.430104234
0.208196039,3.223506651
0.329556873,4.110095355
0.235226407,4.080556074
0.188888634,4.622930098
0.326247032,4.162199365
0.238812068,3.991117694
0.116899594,3.741674876
,4.509696186
0.263084235,4.586826532
0.216470642,3.612030253
0.273565397,4.27830515
0.117293623,4.157583852
0.152480384,
0.185578793,3.579619097
0.199921437,4.847756849
0.218953022,4.014913226
0.125174196,4.106813212
0.403476653,4.997094326
0.35410486,5.263768392
0.321006451,4.479131236
0.325971212,4.309895771
0.327901952,4.051837328
0.298596069,4.276781299
0.31879989,4.976991204
0.130690598,4.057581077
,4.01983644
0.309054247,3.63295391
0.261705134,4.617596616
0.222538683,4.638110006
-0.037559649,3.735520859
0.285977301,3.458590097
0.252327252,4.363230584
0.345278617,4.249176137
0.311628568,4.29512613
0.149170543,4.252868547
0.262532594,4.759139005
0.287908041,4.005066799
,3.766290943
0.252878892,4.141275707
0.127656577,4.061273487
0.181441492,5.200176884
0.239363708,4.157276151
0.310249468,3.965270823
0.285977301,4.01614403
0.202403818,3.302278068
0.218677202,4.564672071
0.186682073,
0.31962735,4.23932971
0.115244674,3.484026701
0.306112166,5.138636715
0.060632298,4.156045348
0.361000362,4.862116222
0.232468206,3.998502515
0.31879989,4.187635968
,3.901679315
0.10117785,4.007528406
0.377549566,4.160968561
0.268876456,3.957065467
0.445677125,4.709496602
0.273289577,3.417563318
0.21067842,3.938193149
0.360448721,4.384974777
0.363206922,3.990707427
0.24736249,5.139867518
0.289287142,3.458590097
0.127104937,3.911115475
0.122140175,3.955014129
0.296458464,3.831523522
0.110831552,3.60874811
0.233847306,3.463923579
,4.217585517
0.236605507,4.01983644
0.275771958,4.701701514
,
,
0.402097553,4.254509618
0.198818157,4.750933649
0.203093368,4.722214904
0.321006451,3.611209717
0.17289107,3.99193823
0.313559308,4.270510062
0.42692136,4.29143372
0.272737937,3.666595869
0.400442633,4.432976109
0.348588458,4.559338589
0.357966341,3.415101711
0.287080581,3.997681979
0.20929932,3.978809661
0.42857628,4.366512726
0.193577575,3.382280288
0.278530159,4.212662303
0.147239802,4.217585517
0.157720965,3.643210605
0.121588535,3.687519527
0.142550861,3.838087807
0.124070916,4.38989799
0.330935973,3.987015016
0.199921437,3.781470852
0.342796237,
0.339762216,3.473770006
0.266945716,4.479746637
0.040589373,4.073991789
0.28128836,
0.199645617,4.640981881
0.158272605,3.236224953
0.217573922,3.930808329
0.249293231,3.581670436
0.131242238,3.817574417
0.273841217,4.199944002
0.238260428,4.022708315
0.214815721,4.565492606
0.111383193,4.007118138
0.35382904,4.040760098
0.333142534,4.351332818
0.309973647,5.810245094
0.24598339,4.033785545
0.252327252,3.624748554
0.120485255,4.153173473
0.190267734,
0.268324816,3.633364178
0.199645617,3.509873572
0.28404656,4.104761873
0.277426878,3.745777553
0.270255556,4.77678052
0.24625921,3.248943255
0.17427017,4.443643071
0.276047778,4.155224812
0.241846089,4.556056447
0.367895864,
0.407889775,5.249409019
0.201852178,3.607107039
0.196335776,3.931218596
0.206816939,3.381459752
0.260326034,4.024759654
0.28432238,3.299406193
0.248741591,3.975937786
0.172063609,3.477872684
0.31852407,3.444230725
0.237708787,3.98824582
0.351070839,4.288972113
0.306387986,
0.270255556,4.721804636
0.190543554,3.63664632
0.217573922,3.140632557
,
0.24570757,4.220457391
0.273289577,4.055529738
0.118278694,4.341896659
0.214815721,3.955834664
0.325419572,3.643210605
0.147239802,3.44874367
0.071389281,3.003192846
0.288735502,4.385795313
0.340313856,4.612673403
0.269634961,4.172456059
0.236053867,4.023939118
0.28432238,4.415334594
0.252327252,3.815523078
0.237984608,4.110095355
0.316041689,
0.3546565,
0.168202128,3.310073156
0.368999144,4.279125686
0.365965123,3.308021817
0.220332123,4.260663635
0.227503445,4.821909978
0.147791443,3.241148166
0.28266746,3.939423952
0.264463335,3.966501627
0.367344223,4.541697074
0.163513187,4.637699738
0.28377074,4.163840436
0.223366144,3.74085434
0.227840558,4.304972557
0.293700263,4.130608744
0.237157147,
0.201024717,
0.240742808,4.077684199
0.306939627,
0.13979266,3.52874589
0.273013757,4.748472043
0.218953022,3.889371281
0.168477948,4.212662303
0.408441415,3.590286059
0.191922655,4.212662303
0.450090246,4.756267131
0.24681085,3.840139146
0.241846089,3.864755214
0.170684509,3.776957906
0.367344223,4.049375721
0.204610378,4.47359262
0.21123006,3.672749886
0.133448799,4.325075679
0.305008886,3.622697215
0.222814503,4.434206912
0.237432967,4.048144918
0.237432967,4.287331042
0.281012539,5.279358568
0.330108513,4.740266687
0.227503445,3.835215933
0.20985096,
0.097040549,4.953195672
0.156341865,
0.411475436,4.802217124
0.050978596,3.406896355
0.286253121,4.056350274
0.172615249,3.640748998
0.223641964,4.542927878
0.227227625,4.311536842
0.169305409,3.165658892
0.251775611,3.683006581
0.17344271,3.764239604
0.256464553,4.455951105
0.162961547,4.673803304
0.297837564,4.409590845
0.274117038,3.676442296
0.198818157,3.461461972
0.345278617,
0.280736719,4.20773909
0.364586023,4.07932527
0.298665024,4.340665855
0.178499411,6.043277201
0.363482742,3.76136773
0.203231278,3.402793677
0.205437839,4.156455616
0.257567833,3.621466412
0.298665024,3.753162374
0.207092759,3.540643656
0.305376646,5.222741613
0.3560356,4.279125686
0.225848524,3.980861
0.093730708,3.404845016
0.208196039,3.669467744
0.361276182,4.2840489
0.212884981,4.227431944
,3.781881119
0.192159072,4.893501708
0.229158365,4.448156017
-0.099619166,2.350867053
0.263635875,4.773498378
0.242949369,4.078094467
0.342520416,4.668880091
0.31990317,5.084071098
0.321006451,4.828063995
0.194680856,4.135531958
0.162409907,3.935321274
0.33913177,4.079852757
0.341692956,
0.194129215,3.981681535
0.202403818,3.490180718
0.180062392,3.666595869
0.239087888,3.684237384
,3.719110147
0.134276259,4.258202028
0.095937268,4.264356045
,3.704750774
0.094282348,5.069301458
0.271358837,5.399156764
0.200197257,3.109862472
0.223366144,4.653289914
0.2832191,4.791960429
,4.910117554
0.201300537,4.196251592
0.261429314,3.795830224
0.217022282,4.441181465
0.21233334,
0.272737937,4.8662189
0.285977301,3.361766898
,3.72034095
0.373688085,5.081609492
0.343347877,3.678903903
0.281012539,4.140865439
0.276875238,4.236047568
0.134827899,3.712135594
0.191095195,3.68505792
0.256188733,4.647956433
0.136206999,3.56408753
0.165719748,
0.324592112,4.139634636
0.302250685,4.397282811
0.17399435,3.871729766
0.236881327,3.717469076
0.186130433,3.648544086
0.324316291,5.007761289
0.21233334,3.282174946
,3.242971579
0.224469424,3.920551634
0.221711223,3.581670436
0.202403818,3.671108815
0.277978519,4.24302212
0.167098848,4.07932527
0.24846577,3.997271711
0.24570757,4.297587737
0.274392858,4.224970337
0.253154712,4.366512726
0.06587288,3.323201725
0.372584805,4.068658308
0.113865573,4.414514058
0.169581229,3.774496299
0.251223971,4.131839548
0.324867932,3.299406193
0.270439437,4.932819038
0.204334558,3.58823472
0.339210576,4.639340809
0.249982781,4.064614239
0.261705134,4.330819428
0.28404656,3.640748998
0.289838782,4.832987208
0.279633439,3.489360182
0.266394075,4.482208244
0.380767467,3.478590652
0.198818157,3.897576637
0.221435403,3.565669992
0.250672331,3.245250844
0.4288521,3.745777553
0.213436621,3.868857892
0.213160801,4.227431944
0.336452375,3.685878455
0.251499791,4.340665855
0.225848524,4.693906426
0.315765869,4.06455563
0.241294448,3.529976694
0.265290795,3.704750774
0.253154712,3.443820457
0.297285924,3.150889252
0.270531377,4.043631972
0.222538683,3.859011465
0.144757422,
0.264463335,4.408360041
0.39078893,3.991527962
0.204058738,3.342894579
0.331211793,3.964450288
0.222538683,3.873781105
0.362103642,4.653289914
0.208196039,4.837910422
0.296182644,3.600132486
0.226614691,4.42499868
0.305008886,3.966501627
0.264739155,3.337561098
0.301423225,4.818217568
-0.00515079,4.31194711
0.159651706,2.884215185
0.114968854,3.561157046
0.31962735,4.089581965
0.333969994,3.540643656
0.239087888,3.806497187
0.244604289,4.21881632
0.307215447,3.993110424
0.185578793,4.223739534
0.216746462,4.417385933
0.242949369,3.518899463
0.275220318,4.494516278
0.309697827,3.897576637
0.308318727,4.69308589
0.038842512,3.516848124
0.297837564,4.032965009
0.358517981,4.432565841
0.275771958,4.225790873
0.334521634,4.662315806
0.184751333,4.241791317
0.222814503,3.856549858
0.269428096,3.735110591
0.272737937,3.775408005
0.420577498,4.956067547
0.313835129,3.92506458
0.229985825,3.965270823
0.053460976,3.089349083
0.293976083,3.879114587
0.221987043,4.259022564
0.260601854,
0.188612814,4.774729181
0.35438068,4.05881188
0.230537465,
0.35438068,4.211841768
0.227503445,3.920961902
0.090145047,4.648366701
0.044910554,3.145966038
0.277978519,5.263768392
0.161582446,4.053478399
0.194680856,3.909064136
0.040497433,4.09983866
0.311628568,4.987247899
0.207920219,4.029682867
0.290390422,
0.276875238,3.570593205
0.406234854,3.581670436
0.216501288,4.527565628
0.142826681,4.679136785
,4.610622064
0.239363708,4.725497046
0.105866791,
0.276323598,3.760136926
,4.357486835
0.20957514,3.894294495
0.268324816,3.950911451
0.290359775,4.227431944
0.216194822,4.687752409
0.205162018,4.373487279
0.24543175,3.989066355
0.222538683,
0.351346659,4.320973001
0.232192386,3.791727546
0.347209358,4.222918998
0.24570757,4.270510062
0.325488527,4.376564287
0.363758562,3.514796785
0.420853318,4.402206024
0.202403818,3.899217709
0.249569051,3.998502515
0.201714268,4.901707064
0.288735502,4.02352885
0.293424443,4.928579604
0.277151058,4.303741754
0.17344271,3.602183825
,
,
0.334521634,4.165481507
0.154686944,3.360946362
0.389409829,3.958296271
0.302250685,5.019659055
0.484016116,4.154404277
0.358793801,3.607107039
0.201024717,
0.433541042,4.638520274
0.17454599,3.465974918
0.234950587,4.433386377
0.186130433,3.591516863
0.334245814,3.685468188
0.200748897,3.295303515
0.154135304,3.237455756
0.359345441,3.269866912
0.325419572,3.925474847
,
0.365689303,3.558421927
0.013926766,3.680134706
0.184751333,3.734700323
0.255361272,3.140632557
0.168753768,3.516027589
0.260601854,4.1872257
0.21095424,4.227431944
0.177028371,4.191738646
0.148894723,4.478926102
0.177580011,5.053711282
0.229434185,5.694549576
0.325143752,4.227431944
0.240191168,3.640748998
0.32045481,4.110095355
0.326798672,4.341076123
,
0.327901952,4.084658752
0.110279912,3.785163262
0.323213011,3.602183825
0.233019846,4.2840489
0.308870367,4.73042026
0.31879989,4.049375721
0.217022282,3.701878899
0.196887416,3.606286503
0.329832693,4.96468317
0.171787789,3.656749442
0.193025935,3.582490971
,3.704750774
0.200748897,4.668880091
,3.013039273
0.330935973,4.086299823
0.273013757,4.215534178
0.24763831,4.720163565
0.278254339,4.022708315
